--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
38200    1    -13    -1    1      1      1
38201    2    -13    -1    1      1      1
38202    3    -13    -1    1      1      1
38203    4    -13    -1    1      1      1
38204    5    -13    -1    1      1      1
38205    6    -13    -1    1      1      1
38206    7    -13    -1    1      1      1
38207    8    -13    -1    1      1      1
38208    9    -13    -1    1      1      1
38209    10    -13    -1    1      1      1
38210    11    -13    -1    1      1      1
38211    12    -13    -1    1      1      1
38212    13    -13    -1    1      1      1
38213    14    -13    -1    1      1      1
38214    15    -13    -1    1      1      1
38215    16    -13    -1    1      1      1
38216    17    -13    -1    1      1      1
38217    18    -13    -1    1      1      1
38218    19    -13    -1    1      1      1
38219    -19    -12    -1    1      1      1
38220    -18    -12    -1    1      1      1
38221    -17    -12    -1    1      1      1
38222    -16    -12    -1    1      1      1
38223    -15    -12    -1    1      1      1
38224    -14    -12    -1    1      1      1
38225    -13    -12    -1    1      1      1
38226    -12    -12    -1    1      1      1
38227    -11    -12    -1    1      1      1
38228    -10    -12    -1    1      1      1
38229    -9    -12    -1    1      1      1
38230    -8    -12    -1    1      1      1
38231    -7    -12    -1    1      1      1
38232    -6    -12    -1    1      1      1
38233    -5    -12    -1    1      1      1
38234    -4    -12    -1    1      1      1
38235    -3    -12    -1    1      1      1
38236    -2    -12    -1    1      1      1
38237    -1    -12    -1    1      1      1
38238    0    -12    -1    1      1      1
38239    1    -12    -1    1      1      1
38240    2    -12    -1    1      1      1
38241    3    -12    -1    1      1      1
38242    4    -12    -1    1      1      1
38243    5    -12    -1    1      1      1
38244    6    -12    -1    1      1      1
38245    7    -12    -1    1      1      1
38246    8    -12    -1    1      1      1
38247    9    -12    -1    1      1      1
38248    10    -12    -1    1      1      1
38249    11    -12    -1    1      1      1
38250    12    -12    -1    1      1      1
38251    13    -12    -1    1      1      1
38252    14    -12    -1    1      1      1
38253    15    -12    -1    1      1      1
38254    16    -12    -1    1      1      1
38255    17    -12    -1    1      1      1
38256    18    -12    -1    1      1      1
38257    19    -12    -1    1      1      1
38258    -19    -11    -1    1      1      1
38259    -18    -11    -1    1      1      1
38260    -17    -11    -1    1      1      1
38261    -16    -11    -1    1      1      1
38262    -15    -11    -1    1      1      1
38263    -14    -11    -1    1      1      1
38264    -13    -11    -1    1      1      1
38265    -12    -11    -1    1      1      1
38266    -11    -11    -1    1      1      1
38267    -10    -11    -1    1      1      1
38268    -9    -11    -1    1      1      1
38269    -8    -11    -1    1      1      1
38270    -7    -11    -1    1      1      1
38271    -6    -11    -1    1      1      1
38272    -5    -11    -1    1      1      1
38273    -4    -11    -1    1      1      1
38274    -3    -11    -1    1      1      1
38275    -2    -11    -1    1      1      1
38276    -1    -11    -1    1      1      1
38277    0    -11    -1    1      1      1
38278    1    -11    -1    1      1      1
38279    2    -11    -1    1      1      1
38280    3    -11    -1    1      1      1
38281    4    -11    -1    1      1      1
38282    5    -11    -1    1      1      1
38283    6    -11    -1    1      1      1
38284    7    -11    -1    1      1      1
38285    8    -11    -1    1      1      1
38286    9    -11    -1    1      1      1
38287    10    -11    -1    1      1      1
38288    11    -11    -1    1      1      1
38289    12    -11    -1    1      1      1
38290    13    -11    -1    1      1      1
38291    14    -11    -1    1      1      1
38292    15    -11    -1    1      1      1
38293    16    -11    -1    1      1      1
38294    17    -11    -1    1      1      1
38295    18    -11    -1    1      1      1
38296    19    -11    -1    1      1      1
38297    -19    -10    -1    1      1      1
38298    -18    -10    -1    1      1      1
38299    -17    -10    -1    1      1      1
38300    -16    -10    -1    1      1      1
38301    -15    -10    -1    1      1      1
38302    -14    -10    -1    1      1      1
38303    -13    -10    -1    1      1      1
38304    -12    -10    -1    1      1      1
38305    -11    -10    -1    1      1      1
38306    -10    -10    -1    1      1      1
38307    -9    -10    -1    1      1      1
38308    -8    -10    -1    1      1      1
38309    -7    -10    -1    1      1      1
38310    -6    -10    -1    1      1      1
38311    -5    -10    -1    1      1      1
38312    -4    -10    -1    1      1      1
38313    -3    -10    -1    1      1      1
38314    -2    -10    -1    1      1      1
38315    -1    -10    -1    1      1      1
38316    0    -10    -1    1      1      1
38317    1    -10    -1    1      1      1
38318    2    -10    -1    1      1      1
38319    3    -10    -1    1      1      1
38320    4    -10    -1    1      1      1
38321    5    -10    -1    1      1      1
38322    6    -10    -1    1      1      1
38323    7    -10    -1    1      1      1
38324    8    -10    -1    1      1      1
38325    9    -10    -1    1      1      1
38326    10    -10    -1    1      1      1
38327    11    -10    -1    1      1      1
38328    12    -10    -1    1      1      1
38329    13    -10    -1    1      1      1
38330    14    -10    -1    1      1      1
38331    15    -10    -1    1      1      1
38332    16    -10    -1    1      1      1
38333    17    -10    -1    1      1      1
38334    18    -10    -1    1      1      1
38335    19    -10    -1    1      1      1
38336    -19    -9    -1    1      1      1
38337    -18    -9    -1    1      1      1
38338    -17    -9    -1    1      1      1
38339    -16    -9    -1    1      1      1
38340    -15    -9    -1    1      1      1
38341    -14    -9    -1    1      1      1
38342    -13    -9    -1    1      1      1
38343    -12    -9    -1    1      1      1
38344    -11    -9    -1    1      1      1
38345    -10    -9    -1    1      1      1
38346    -9    -9    -1    1      1      1
38347    -8    -9    -1    1      1      1
38348    -7    -9    -1    1      1      1
38349    -6    -9    -1    1      1      1
38350    -5    -9    -1    1      1      1
38351    -4    -9    -1    1      1      1
38352    -3    -9    -1    1      1      1
38353    -2    -9    -1    1      1      1
38354    -1    -9    -1    1      1      1
38355    0    -9    -1    1      1      1
38356    1    -9    -1    1      1      1
38357    2    -9    -1    1      1      1
38358    3    -9    -1    1      1      1
38359    4    -9    -1    1      1      1
38360    5    -9    -1    1      1      1
38361    6    -9    -1    1      1      1
38362    7    -9    -1    1      1      1
38363    8    -9    -1    1      1      1
38364    9    -9    -1    1      1      1
38365    10    -9    -1    1      1      1
38366    11    -9    -1    1      1      1
38367    12    -9    -1    1      1      1
38368    13    -9    -1    1      1      1
38369    14    -9    -1    1      1      1
38370    15    -9    -1    1      1      1
38371    16    -9    -1    1      1      1
38372    17    -9    -1    1      1      1
38373    18    -9    -1    1      1      1
38374    19    -9    -1    1      1      1
38375    -19    -8    -1    1      1      1
38376    -18    -8    -1    1      1      1
38377    -17    -8    -1    1      1      1
38378    -16    -8    -1    1      1      1
38379    -15    -8    -1    1      1      1
38380    -14    -8    -1    1      1      1
38381    -13    -8    -1    1      1      1
38382    -12    -8    -1    1      1      1
38383    -11    -8    -1    1      1      1
38384    -10    -8    -1    1      1      1
38385    -9    -8    -1    1      1      1
38386    -8    -8    -1    1      1      1
38387    -7    -8    -1    1      1      1
38388    -6    -8    -1    1      1      1
38389    -5    -8    -1    1      1      1
38390    -4    -8    -1    1      1      1
38391    -3    -8    -1    1      1      1
38392    -2    -8    -1    1      1      1
38393    -1    -8    -1    1      1      1
38394    0    -8    -1    1      1      1
38395    1    -8    -1    1      1      1
38396    2    -8    -1    1      1      1
38397    3    -8    -1    1      1      1
38398    4    -8    -1    1      1      1
38399    5    -8    -1    1      1      1
38400    6    -8    -1    1      1      1
38401    7    -8    -1    1      1      1
38402    8    -8    -1    1      1      1
38403    9    -8    -1    1      1      1
38404    10    -8    -1    1      1      1
38405    11    -8    -1    1      1      1
38406    12    -8    -1    1      1      1
38407    13    -8    -1    1      1      1
38408    14    -8    -1    1      1      1
38409    15    -8    -1    1      1      1
38410    16    -8    -1    1      1      1
38411    17    -8    -1    1      1      1
38412    18    -8    -1    1      1      1
38413    19    -8    -1    1      1      1
38414    -19    -7    -1    1      1      1
38415    -18    -7    -1    1      1      1
38416    -17    -7    -1    1      1      1
38417    -16    -7    -1    1      1      1
38418    -15    -7    -1    1      1      1
38419    -14    -7    -1    1      1      1
38420    -13    -7    -1    1      1      1
38421    -12    -7    -1    1      1      1
38422    -11    -7    -1    1      1      1
38423    -10    -7    -1    1      1      1
38424    -9    -7    -1    1      1      1
38425    -8    -7    -1    1      1      1
38426    -7    -7    -1    1      1      1
38427    -6    -7    -1    1      1      1
38428    -5    -7    -1    1      1      1
38429    -4    -7    -1    1      1      1
38430    -3    -7    -1    1      1      1
38431    -2    -7    -1    1      1      1
38432    -1    -7    -1    1      1      1
